provider,model,seed,request,prompt_tokens,cache_read_tokens,output_tokens
ollama,nemotron-3-super,2,21,24886,16896,734
ollama,nemotron-3-super,2,22,25700,16896,948
ollama,nemotron-3-super,2,23,26713,16896,68
ollama,nemotron-3-super,2,24,24681,0,0
ollama,nemotron-3-super,2,25,27001,16896,84
ollama,nemotron-3-super,2,26,25289,0,0
ollama,nemotron-3-super,2,27,27939,21120,62
ollama,nemotron-3-super,2,28,28047,21120,59
ollama,nemotron-3-super,2,29,28219,21120,266
ollama,nemotron-3-super,2,30,26169,0,0
ollama,nemotron-3-super,2,31,28651,21120,142
ollama,nemotron-3-super,2,32,28892,21120,79
ollama,nemotron-3-super,2,33,29110,21120,405
ollama,nemotron-3-super,2,34,29580,21120,103
ollama,nemotron-3-super,2,35,27142,0,0
ollama,nemotron-3-super,2,36,29898,25344,116
ollama,nemotron-3-super,2,37,30361,21120,233
ollama,nemotron-3-super,2,38,30713,25344,70
ollama,nemotron-3-super,2,39,31007,25344,133
ollama,nemotron-3-super,2,40,31191,25344,99
ollama,nemotron-3-super,2,41,31348,25344,143
ollama,nemotron-3-super,2,42,31667,25344,79
ollama,nemotron-3-super,2,43,31820,25344,93
ollama,nemotron-3-super,2,44,32095,25344,74
ollama,nemotron-3-super,2,45,32345,25344,243
ollama,nemotron-3-super,2,46,32657,25344,127
ollama,nemotron-3-super,2,47,32830,25344,76
ollama,nemotron-3-super,2,48,33021,25344,145
ollama,nemotron-3-super,2,49,33212,25344,524
ollama,nemotron-3-super,2,50,33805,25344,349
ollama,nemotron-3-super,2,51,34223,25344,101
ollama,nemotron-3-super,2,52,34370,29568,57
ollama,nemotron-3-super,2,53,34564,25344,65
ollama,nemotron-3-super,2,54,34720,0,458
ollama,nemotron-3-super,2,55,35247,29568,85
ollama,nemotron-3-super,2,56,35694,29568,71
ollama,nemotron-3-super,2,57,33181,0,0
ollama,nemotron-3-super,2,58,37984,29568,963
ollama,nemotron-3-super,2,59,39016,29568,99
ollama,nemotron-3-super,2,60,39191,33792,67
ollama,nemotron-3-super,2,61,39910,29568,942
ollama,nemotron-3-super,2,62,40921,33792,67
ollama,nemotron-3-super,2,63,41034,33792,57
ollama,nemotron-3-super,2,64,41207,33792,163
ollama,nemotron-3-super,2,65,42022,29568,70
ollama,nemotron-3-super,2,66,42268,33792,505
ollama,nemotron-3-super,2,67,42842,33792,76
ollama,nemotron-3-super,2,68,42964,38016,71
ollama,nemotron-3-super,2,69,43151,38016,179
ollama,nemotron-3-super,2,70,43406,38016,401
ollama,nemotron-3-super,2,71,43876,38016,81
ollama,nemotron-3-super,2,72,44003,38016,76
ollama,nemotron-3-super,2,73,44195,33792,400
ollama,nemotron-3-super,2,74,44664,38016,62
ollama,nemotron-3-super,2,75,44772,33792,59
ollama,nemotron-3-super,2,76,44948,38016,80
ollama,nemotron-3-super,2,77,45305,38016,265
ollama,nemotron-3-super,2,78,45639,38016,74
ollama,nemotron-3-super,2,79,40928,0,0
ollama,nemotron-3-super,2,80,45944,38016,83
ollama,nemotron-3-super,2,81,46315,38016,240
ollama,nemotron-3-super,2,82,46624,38016,74
ollama,nemotron-3-super,2,83,46744,42240,74
ollama,nemotron-3-super,2,84,46931,42240,420
ollama,nemotron-3-super,2,85,47420,42240,79
ollama,nemotron-3-super,2,86,47545,42240,77
ollama,nemotron-3-super,2,87,47737,42240,296
ollama,nemotron-3-super,2,88,48102,42240,79
ollama,nemotron-3-super,2,89,48227,42240,77
ollama,nemotron-3-super,2,90,48420,42240,96
ollama,nemotron-3-super,2,91,43270,0,0
ollama,nemotron-3-super,2,92,49062,42240,291
ollama,nemotron-3-super,2,93,49422,42240,61
ollama,nemotron-3-super,2,94,49529,38016,59
ollama,nemotron-3-super,2,95,49704,42240,89
ollama,nemotron-3-super,2,96,50059,42240,241
ollama,nemotron-3-super,2,97,50369,42240,63
ollama,nemotron-3-super,2,98,50478,42240,61
ollama,nemotron-3-super,2,99,50653,42240,84
ollama,nemotron-3-super,2,100,51003,46464,243
ollama,nemotron-3-super,2,101,45209,0,0
ollama,nemotron-3-super,2,102,51425,42240,63
ollama,nemotron-3-super,2,103,45422,0,0
ollama,nemotron-3-super,2,104,52006,46464,391
ollama,nemotron-3-super,2,105,52466,46464,347
ollama,nemotron-3-super,2,106,52882,46464,90
ollama,nemotron-3-super,2,107,53316,46464,1020
ollama,nemotron-3-super,2,108,47953,0,0
ollama,nemotron-3-super,2,109,54524,21120,58
ollama,nemotron-3-super,2,110,48196,0,0
ollama,nemotron-3-super,2,111,55460,46464,469
ollama,nemotron-3-super,2,112,55998,50688,66
ollama,nemotron-3-super,2,113,56110,46464,58
ollama,nemotron-3-super,2,114,56284,50688,662
ollama,nemotron-3-super,2,115,57015,50688,85
ollama,nemotron-3-super,2,116,57146,46464,76
ollama,nemotron-3-super,2,117,50392,0,0
ollama,nemotron-3-super,2,118,57766,50688,66
ollama,nemotron-3-super,2,119,57878,50688,59
ollama,nemotron-3-super,2,120,58055,50688,378
ollama,nemotron-3-super,2,121,58502,50688,78
ollama,nemotron-3-super,2,122,58626,50688,77
ollama,nemotron-3-super,2,123,58820,50688,334
ollama,nemotron-3-super,2,124,59223,54912,83
ollama,nemotron-3-super,2,125,59352,50688,77
ollama,nemotron-3-super,2,126,59547,54912,329
ollama,nemotron-3-super,2,127,59945,54912,83
ollama,nemotron-3-super,2,128,60074,50688,77
ollama,nemotron-3-super,2,129,52614,0,0
ollama,nemotron-3-super,2,130,60652,54912,82
ollama,nemotron-3-super,2,131,53099,0,0
ollama,nemotron-3-super,2,132,61297,54912,65
ollama,nemotron-3-super,2,133,61408,0,59
ollama,nemotron-3-super,2,134,61584,54912,368
ollama,nemotron-3-super,2,135,62021,54912,66
ollama,nemotron-3-super,2,136,62133,54912,61
ollama,nemotron-3-super,2,137,62311,54912,354
ollama,nemotron-3-super,2,138,62734,54912,71
ollama,nemotron-3-super,2,139,62851,54912,61
ollama,nemotron-3-super,2,140,63029,54912,99
ollama,nemotron-3-super,2,141,63403,54912,72
ollama,nemotron-3-super,2,142,63651,54912,317
ollama,nemotron-3-super,2,143,64037,59136,68
ollama,nemotron-3-super,2,144,64151,59136,63
ollama,nemotron-3-super,2,145,55668,0,0
ollama,nemotron-3-super,2,146,64676,59136,259
ollama,nemotron-3-super,2,147,65004,54912,69
ollama,nemotron-3-super,2,148,65119,59136,65
ollama,nemotron-3-super,2,149,65301,59136,84
ollama,nemotron-3-super,2,150,56700,0,0
ollama,nemotron-3-super,2,151,66126,59136,102
ollama,nemotron-3-super,2,152,66297,59136,675
ollama,nemotron-3-super,2,153,67041,59136,66
ollama,nemotron-3-super,2,154,67153,59136,58
ollama,nemotron-3-super,2,155,67348,59136,59
ollama,nemotron-3-super,2,156,67498,59136,1173
ollama,nemotron-3-super,2,157,68740,59136,66
ollama,nemotron-3-super,2,158,68852,63360,58
ollama,nemotron-3-super,2,159,69026,63360,397
ollama,nemotron-3-super,2,160,69492,63360,85
ollama,nemotron-3-super,2,161,69623,63360,76
ollama,nemotron-3-super,2,162,69815,63360,391
ollama,nemotron-3-super,2,163,60587,0,0
ollama,nemotron-3-super,2,164,70388,63360,61
ollama,nemotron-3-super,2,165,60808,0,0
ollama,nemotron-3-super,2,166,71044,63360,78
ollama,nemotron-3-super,2,167,61285,0,0
ollama,nemotron-3-super,2,168,71362,63360,87
ollama,nemotron-3-super,2,169,71731,63360,256
ollama,nemotron-3-super,2,170,72056,67584,78
ollama,nemotron-3-super,2,171,72180,63360,77
ollama,nemotron-3-super,2,172,72373,67584,104
ollama,nemotron-3-super,2,173,72759,59136,66
ollama,nemotron-3-super,2,174,73002,67584,280
ollama,nemotron-3-super,2,175,73351,67584,66
ollama,nemotron-3-super,2,176,73463,67584,61
ollama,nemotron-3-super,2,177,73640,46464,80
ollama,nemotron-3-super,2,178,63425,0,0
ollama,nemotron-3-super,2,179,74399,67584,64
ollama,nemotron-3-super,2,180,74640,67584,96
ollama,nemotron-3-super,2,181,74805,67584,66
ollama,nemotron-3-super,2,182,74917,67584,61
ollama,nemotron-3-super,2,183,75096,67584,394
ollama,nemotron-3-super,2,184,75559,67584,73
ollama,nemotron-3-super,2,185,75678,67584,63
ollama,nemotron-3-super,2,186,75859,67584,447
ollama,nemotron-3-super,2,187,76453,67584,64
ollama,nemotron-3-super,2,188,76695,71808,83
ollama,nemotron-3-super,2,189,76824,71808,65
ollama,nemotron-3-super,2,190,77066,71808,85
ollama,nemotron-3-super,2,191,65985,0,0
ollama,nemotron-3-super,2,192,78811,71808,107
ollama,nemotron-3-super,2,193,78992,71808,129
ollama,nemotron-3-super,2,194,79167,71808,74
ollama,nemotron-3-super,2,195,79418,71808,553
ollama,nemotron-3-super,2,196,80040,71808,82
ollama,nemotron-3-super,2,197,80168,71808,70
ollama,nemotron-3-super,2,198,80369,71808,274
ollama,nemotron-3-super,2,199,80938,76032,69
ollama,nemotron-3-super,2,200,81184,71808,74
ollama,nemotron-3-super,2,201,81340,76032,642
ollama,nemotron-3-super,2,202,82050,76032,63
ollama,nemotron-3-super,2,203,82191,76032,78
ollama,nemotron-3-super,2,204,82318,76032,260
ollama,nemotron-3-super,3,1,15298,0,61
ollama,nemotron-3-super,3,2,18157,0,84
ollama,nemotron-3-super,3,3,17780,0,0
ollama,nemotron-3-super,3,4,19372,12672,60
ollama,nemotron-3-super,3,5,19512,12672,992
ollama,nemotron-3-super,3,6,20571,8448,53
ollama,nemotron-3-super,3,7,20687,12672,83
ollama,nemotron-3-super,3,8,20958,12672,74
ollama,nemotron-3-super,3,9,21577,12672,1019
ollama,nemotron-3-super,3,10,22642,12672,474
ollama,nemotron-3-super,3,11,23190,16896,66
ollama,nemotron-3-super,3,12,23542,16896,65
ollama,nemotron-3-super,3,13,23740,16896,79
ollama,nemotron-3-super,3,14,23865,16896,64
ollama,nemotron-3-super,3,15,23975,16896,60
ollama,nemotron-3-super,3,16,24150,0,113
ollama,nemotron-3-super,3,17,24570,16896,65
ollama,nemotron-3-super,3,18,24682,0,660
ollama,nemotron-3-super,3,19,25562,0,211
ollama,nemotron-3-super,3,20,25853,16896,369
ollama,nemotron-3-super,3,21,26291,16896,122
ollama,nemotron-3-super,3,22,26459,21120,66
ollama,nemotron-3-super,3,23,26661,21120,68
ollama,nemotron-3-super,3,24,26901,21120,606
ollama,nemotron-3-super,3,25,28035,21120,70
ollama,nemotron-3-super,3,26,28219,21120,324
ollama,nemotron-3-super,3,27,28612,0,76
ollama,nemotron-3-super,3,28,28734,21120,68
ollama,nemotron-3-super,3,29,28917,16896,1480
ollama,nemotron-3-super,3,30,30460,0,1335
ollama,nemotron-3-super,3,31,31864,21120,107
ollama,nemotron-3-super,3,32,32017,21120,53
ollama,nemotron-3-super,3,33,30224,0,0
ollama,nemotron-3-super,3,34,33328,21120,61
ollama,nemotron-3-super,3,35,33435,21120,59
ollama,nemotron-3-super,3,36,33609,25344,374
ollama,nemotron-3-super,3,37,34330,29568,82
ollama,nemotron-3-super,3,38,35042,25344,348
ollama,nemotron-3-super,3,39,35551,29568,72
ollama,nemotron-3-super,3,40,35845,29568,472
ollama,nemotron-3-super,3,41,36386,29568,69
ollama,nemotron-3-super,3,42,36501,29568,68
ollama,nemotron-3-super,3,43,36683,29568,407
ollama,nemotron-3-super,3,44,37159,25344,79
ollama,nemotron-3-super,3,45,37284,29568,70
ollama,nemotron-3-super,3,46,37470,25344,294
ollama,nemotron-3-super,3,47,37833,29568,79
ollama,nemotron-3-super,3,48,37958,29568,70
ollama,nemotron-3-super,3,49,38144,29568,365
ollama,nemotron-3-super,3,50,38578,29568,81
ollama,nemotron-3-super,3,51,38705,33792,71
ollama,nemotron-3-super,3,52,38891,33792,387
ollama,nemotron-3-super,3,53,39347,29568,67
ollama,nemotron-3-super,3,54,39460,33792,59
ollama,nemotron-3-super,3,55,39637,33792,557
ollama,nemotron-3-super,3,56,40454,33792,75
ollama,nemotron-3-super,3,57,41068,33792,786
ollama,nemotron-3-super,3,58,41923,33792,1066
ollama,nemotron-3-super,3,59,43058,33792,132
ollama,nemotron-3-super,3,60,43236,38016,52
ollama,nemotron-3-super,3,61,43405,38016,464
ollama,nemotron-3-super,3,62,44049,38016,122
ollama,nemotron-3-super,3,63,44431,38016,60
ollama,nemotron-3-super,3,64,44639,33792,301
ollama,nemotron-3-super,3,65,45009,38016,77
ollama,nemotron-3-super,3,66,45132,38016,69
ollama,nemotron-3-super,3,67,45317,38016,285
ollama,nemotron-3-super,3,68,45885,38016,89
ollama,nemotron-3-super,3,69,46636,38016,156
ollama,nemotron-3-super,3,70,46861,38016,1367
ollama,nemotron-3-super,3,71,48297,42240,116
ollama,nemotron-3-super,3,72,48459,33792,56
ollama,nemotron-3-super,3,73,48632,42240,518
ollama,nemotron-3-super,3,74,49219,0,78
ollama,nemotron-3-super,3,75,49343,0,69
ollama,nemotron-3-super,3,76,49528,42240,361
ollama,nemotron-3-super,3,77,51681,42240,417
ollama,nemotron-3-super,3,78,52215,42240,453
ollama,nemotron-3-super,3,79,52714,46464,206
ollama,nemotron-3-super,3,80,53016,46464,1429
ollama,nemotron-3-super,3,81,54514,46464,107
ollama,nemotron-3-super,3,82,54667,46464,54
ollama,nemotron-3-super,3,83,54837,46464,256
ollama,nemotron-3-super,3,84,55225,46464,186
ollama,nemotron-3-super,3,85,56950,42240,106
ollama,nemotron-3-super,3,86,57102,50688,54
ollama,nemotron-3-super,3,87,57266,50688,864
ollama,nemotron-3-super,3,88,58198,50688,58
ollama,nemotron-3-super,3,89,58302,50688,91
ollama,nemotron-3-super,3,90,58510,50688,184
ollama,nemotron-3-super,3,91,58745,50688,127
lunaroute,deepseek-4.1-flash,1,1,13711,0,53
lunaroute,deepseek-4.1-flash,1,2,16355,0,149
lunaroute,deepseek-4.1-flash,1,3,19416,0,165
lunaroute,deepseek-4.1-flash,1,4,19964,0,526
lunaroute,deepseek-4.1-flash,1,5,20136,0,626
lunaroute,deepseek-4.1-flash,1,6,20339,0,128
lunaroute,deepseek-4.1-flash,1,7,20568,0,154
lunaroute,deepseek-4.1-flash,1,8,20788,0,512
lunaroute,deepseek-4.1-flash,1,9,20882,0,1628
lunaroute,deepseek-4.1-flash,1,10,21967,0,122
lunaroute,deepseek-4.1-flash,1,11,22161,0,307
lunaroute,deepseek-4.1-flash,1,12,22265,0,487
lunaroute,deepseek-4.1-flash,1,13,22791,0,118
lunaroute,deepseek-4.1-flash,1,14,22981,0,1224
lunaroute,deepseek-4.1-flash,1,15,23280,0,216
lunaroute,deepseek-4.1-flash,1,16,23519,0,1526
lunaroute,deepseek-4.1-flash,1,17,23900,0,1180
lunaroute,deepseek-4.1-flash,1,18,24005,0,1176
lunaroute,deepseek-4.1-flash,1,19,24372,0,642
lunaroute,deepseek-4.1-flash,1,20,25053,0,129
lunaroute,deepseek-4.1-flash,1,21,25269,0,843
lunaroute,deepseek-4.1-flash,1,22,25542,0,225
lunaroute,deepseek-4.1-flash,1,23,25841,0,276
lunaroute,deepseek-4.1-flash,1,24,26112,0,252
lunaroute,deepseek-4.1-flash,1,25,26380,0,660
lunaroute,deepseek-4.1-flash,1,26,26673,0,523
lunaroute,deepseek-4.1-flash,1,27,26928,0,175
lunaroute,deepseek-4.1-flash,1,28,27176,0,664
lunaroute,deepseek-4.1-flash,1,29,27299,0,553
lunaroute,deepseek-4.1-flash,1,30,27727,0,672
lunaroute,deepseek-4.1-flash,1,31,28438,0,133
lunaroute,deepseek-4.1-flash,1,32,28657,0,195
lunaroute,deepseek-4.1-flash,1,33,28937,0,436
lunaroute,deepseek-4.1-flash,1,34,29201,0,906
lunaroute,deepseek-4.1-flash,1,35,29320,0,77
lunaroute,deepseek-4.1-flash,1,36,29712,0,471
lunaroute,deepseek-4.1-flash,1,37,30222,0,135
lunaroute,deepseek-4.1-flash,1,38,30442,0,549
lunaroute,deepseek-4.1-flash,1,39,30776,0,1525
lunaroute,deepseek-4.1-flash,1,40,32080,0,115
lunaroute,deepseek-4.1-flash,1,41,32488,0,591
lunaroute,deepseek-4.1-flash,1,42,33089,0,148
lunaroute,deepseek-4.1-flash,1,43,33352,0,682
lunaroute,deepseek-4.1-flash,1,44,33892,0,555
lunaroute,deepseek-4.1-flash,1,45,34486,0,127
lunaroute,deepseek-4.1-flash,1,46,34697,0,820
lunaroute,deepseek-4.1-flash,1,47,34840,0,1089
lunaroute,deepseek-4.1-flash,1,48,35441,0,900
lunaroute,deepseek-4.1-flash,1,49,36307,0,119
lunaroute,deepseek-4.1-flash,1,50,36521,0,63
lunaroute,deepseek-4.1-flash,1,51,36645,0,267
lunaroute,deepseek-4.1-flash,1,52,36823,0,121
lunaroute,deepseek-4.1-flash,1,53,37018,0,957
lunaroute,deepseek-4.1-flash,1,54,37192,0,249
lunaroute,deepseek-4.1-flash,1,55,37480,0,77
lunaroute,deepseek-4.1-flash,1,56,37895,0,326
lunaroute,deepseek-4.1-flash,1,57,38260,0,120
lunaroute,deepseek-4.1-flash,1,58,38454,0,1722
lunaroute,deepseek-4.1-flash,1,59,38902,0,846
lunaroute,deepseek-4.1-flash,1,60,39247,0,230
lunaroute,deepseek-4.1-flash,1,61,39507,0,964
lunaroute,deepseek-4.1-flash,1,62,39858,0,242
lunaroute,deepseek-4.1-flash,1,63,40128,0,781
lunaroute,deepseek-4.1-flash,1,64,40399,0,446
lunaroute,deepseek-4.1-flash,1,65,40923,0,687
lunaroute,deepseek-4.1-flash,1,66,41250,0,556
lunaroute,deepseek-4.1-flash,1,67,41845,0,213
lunaroute,deepseek-4.1-flash,1,68,42069,0,212
lunaroute,deepseek-4.1-flash,1,69,42320,0,119
lunaroute,deepseek-4.1-flash,1,70,42512,0,384
lunaroute,deepseek-4.1-flash,1,71,42892,0,858
lunaroute,deepseek-4.1-flash,1,72,43280,0,795
lunaroute,deepseek-4.1-flash,1,73,43702,0,892
lunaroute,deepseek-4.1-flash,1,74,44027,0,192
lunaroute,deepseek-4.1-flash,1,75,44293,0,496
lunaroute,deepseek-4.1-flash,1,76,44601,0,934
lunaroute,deepseek-4.1-flash,1,77,44981,0,627
lunaroute,deepseek-4.1-flash,1,78,45350,0,257
lunaroute,deepseek-4.1-flash,1,79,45578,0,92
lunaroute,deepseek-4.1-flash,1,80,47324,0,477
lunaroute,deepseek-4.1-flash,1,81,48446,0,1768
lunaroute,deepseek-4.1-flash,1,82,50252,0,144
lunaroute,deepseek-4.1-flash,1,83,50473,0,692
lunaroute,deepseek-4.1-flash,2,1,13711,0,112
lunaroute,deepseek-4.1-flash,2,2,16743,0,116
lunaroute,deepseek-4.1-flash,2,3,19814,0,193
lunaroute,deepseek-4.1-flash,2,4,20132,0,129
lunaroute,deepseek-4.1-flash,2,5,20289,0,544
lunaroute,deepseek-4.1-flash,2,6,20462,0,855
lunaroute,deepseek-4.1-flash,2,7,20721,0,136
lunaroute,deepseek-4.1-flash,2,8,20952,0,153
lunaroute,deepseek-4.1-flash,2,9,21179,0,755
lunaroute,deepseek-4.1-flash,2,10,21317,0,1833
lunaroute,deepseek-4.1-flash,2,11,21844,0,128
lunaroute,deepseek-4.1-flash,2,12,22046,0,1450
lunaroute,deepseek-4.1-flash,2,13,22361,0,863
lunaroute,deepseek-4.1-flash,2,14,22536,0,692
lunaroute,deepseek-4.1-flash,2,15,22634,0,514
lunaroute,deepseek-4.1-flash,2,16,23198,0,1411
lunaroute,deepseek-4.1-flash,2,17,23772,0,671
lunaroute,deepseek-4.1-flash,2,18,24605,0,1542
lunaroute,deepseek-4.1-flash,2,19,25762,0,1128
lunaroute,deepseek-4.1-flash,2,20,26895,0,1241
lunaroute,deepseek-4.1-flash,2,21,28159,0,932
lunaroute,deepseek-4.1-flash,2,22,29174,0,1012
lunaroute,deepseek-4.1-flash,2,23,30224,0,333
lunaroute,deepseek-4.1-flash,2,24,30500,0,838
lunaroute,deepseek-4.1-flash,2,25,31537,0,966
lunaroute,deepseek-4.1-flash,2,26,32288,0,718
lunaroute,deepseek-4.1-flash,2,27,33054,0,1498
lunaroute,deepseek-4.1-flash,2,28,34015,0,116
lunaroute,deepseek-4.1-flash,2,29,34549,0,1179
lunaroute,deepseek-4.1-flash,2,30,35767,0,133
lunaroute,deepseek-4.1-flash,2,31,35974,0,127
lunaroute,deepseek-4.1-flash,2,32,36130,0,1457
lunaroute,deepseek-4.1-flash,2,33,37200,0,426
lunaroute,deepseek-4.1-flash,2,34,37666,0,118
lunaroute,deepseek-4.1-flash,2,35,37878,0,103
lunaroute,deepseek-4.1-flash,2,36,38539,0,515
lunaroute,deepseek-4.1-flash,2,37,38957,0,395
lunaroute,deepseek-4.1-flash,2,38,39345,0,459
lunaroute,deepseek-4.1-flash,2,39,39843,0,133
lunaroute,deepseek-4.1-flash,2,40,40050,0,919
lunaroute,deepseek-4.1-flash,2,41,40321,0,1833
lunaroute,deepseek-4.1-flash,2,42,41260,0,777
lunaroute,deepseek-4.1-flash,2,43,42114,0,337
lunaroute,deepseek-4.1-flash,2,44,42490,0,123
lunaroute,deepseek-4.1-flash,2,45,42689,0,1070
lunaroute,deepseek-4.1-flash,2,46,43823,0,707
lunaroute,deepseek-4.1-flash,2,47,44579,0,823
lunaroute,deepseek-4.1-flash,2,48,45537,0,199
lunaroute,deepseek-4.1-flash,2,49,45856,0,1084
lunaroute,deepseek-4.1-flash,2,50,46749,0,1025
lunaroute,deepseek-4.1-flash,2,51,47604,0,139
lunaroute,deepseek-4.1-flash,2,52,47782,0,124
lunaroute,deepseek-4.1-flash,2,53,47980,0,1683
lunaroute,deepseek-4.1-flash,2,54,48969,0,867
lunaroute,deepseek-4.1-flash,2,55,49948,0,310
lunaroute,deepseek-4.1-flash,2,56,50298,0,203
lunaroute,deepseek-4.1-flash,2,57,50540,0,120
lunaroute,deepseek-4.1-flash,2,58,50735,0,247
lunaroute,deepseek-4.1-flash,2,59,51011,0,952
lunaroute,deepseek-4.1-flash,2,60,51302,0,134
lunaroute,deepseek-4.1-flash,2,61,51511,0,209
lunaroute,deepseek-4.1-flash,2,62,51796,0,915
lunaroute,deepseek-4.1-flash,2,63,52818,0,2664
lunaroute,deepseek-4.1-flash,2,64,54114,0,712
lunaroute,deepseek-4.1-flash,2,65,54600,0,1669
lunaroute,deepseek-4.1-flash,2,66,56105,0,101
lunaroute,deepseek-4.1-flash,3,1,13710,0,53
lunaroute,deepseek-4.1-flash,3,2,16354,0,151
lunaroute,deepseek-4.1-flash,3,3,19416,0,215
lunaroute,deepseek-4.1-flash,3,4,19914,0,187
lunaroute,deepseek-4.1-flash,3,5,20570,0,357
lunaroute,deepseek-4.1-flash,3,6,20724,0,1335
lunaroute,deepseek-4.1-flash,3,7,21330,0,2642
lunaroute,deepseek-4.1-flash,3,8,22916,0,102
lunaroute,deepseek-4.1-flash,3,9,23120,0,124
lunaroute,deepseek-4.1-flash,3,10,23316,0,513
lunaroute,deepseek-4.1-flash,3,11,23405,0,478
lunaroute,deepseek-4.1-flash,3,12,23520,0,1050
lunaroute,deepseek-4.1-flash,3,13,24845,0,1712
lunaroute,deepseek-4.1-flash,3,14,25925,0,98
lunaroute,deepseek-4.1-flash,3,15,26097,0,939
lunaroute,deepseek-4.1-flash,3,16,26360,0,190
lunaroute,deepseek-4.1-flash,3,17,26554,0,294
lunaroute,deepseek-4.1-flash,3,18,26845,0,203
lunaroute,deepseek-4.1-flash,3,19,27059,0,111
lunaroute,deepseek-4.1-flash,3,20,27209,0,327
lunaroute,deepseek-4.1-flash,3,21,27566,0,454
lunaroute,deepseek-4.1-flash,3,22,28044,0,1912
lunaroute,deepseek-4.1-flash,3,23,29607,0,726
lunaroute,deepseek-4.1-flash,3,24,31574,0,1534
lunaroute,deepseek-4.1-flash,3,25,33008,0,1432
lunaroute,deepseek-4.1-flash,3,26,34733,0,1529
lunaroute,deepseek-4.1-flash,3,27,35836,0,2083
lunaroute,deepseek-4.1-flash,3,28,37167,0,1484
lunaroute,deepseek-4.1-flash,3,29,38524,0,1853
lunaroute,deepseek-4.1-flash,3,30,39683,0,119
lunaroute,deepseek-4.1-flash,3,31,39934,0,81
lunaroute,deepseek-4.1-flash,3,32,40124,0,112
lunaroute,deepseek-4.1-flash,3,33,40515,0,684
lunaroute,deepseek-4.1-flash,3,34,40725,0,1083
lunaroute,deepseek-4.1-flash,3,35,41811,0,110
lunaroute,deepseek-4.1-flash,3,36,41947,0,106
lunaroute,deepseek-4.1-flash,3,37,42070,0,130
lunaroute,deepseek-4.1-flash,3,38,42382,0,109
lunaroute,deepseek-4.1-flash,3,39,42498,0,67
lunaroute,deepseek-4.1-flash,3,40,42582,0,90
lunaroute,deepseek-4.1-flash,3,41,42736,0,1074
lunaroute,deepseek-4.1-flash,3,42,43606,0,67
lunaroute,deepseek-4.1-flash,3,43,43702,0,894
lunaroute,deepseek-4.1-flash,3,44,44745,0,1027
lunaroute,deepseek-4.1-flash,3,45,45723,0,68
lunaroute,deepseek-4.1-flash,3,46,45972,0,550
lunaroute,deepseek-4.1-flash,3,47,46332,0,116
lunaroute,deepseek-4.1-flash,3,48,46522,0,136
lunaroute,deepseek-4.1-flash,3,49,46869,0,1176
lunaroute,deepseek-4.1-flash,3,50,48084,0,1292
lunaroute,deepseek-4.1-flash,3,51,49169,0,812
lunaroute,deepseek-4.1-flash,3,52,50103,0,463
lunaroute,deepseek-4.1-flash,3,53,50314,0,1488
lunaroute,deepseek-4.1-flash,3,54,51345,0,1991
lunaroute,deepseek-4.1-flash,3,55,53516,0,1529
lunaroute,deepseek-4.1-flash,3,56,54732,0,153
lunaroute,deepseek-4.1-flash,3,57,55006,0,1213
lunaroute,deepseek-4.1-flash,3,58,56275,0,100
lunaroute,deepseek-4.1-flash,3,59,56449,0,1088
lunaroute,deepseek-4.1-flash,3,60,57610,0,67
lunaroute,deepseek-4.1-flash,3,61,58075,0,1974
lunaroute,deepseek-4.1-flash,3,62,59630,0,68
lunaroute,deepseek-4.1-flash,3,63,59822,0,81
lunaroute,deepseek-4.1-flash,3,64,60032,0,1785
lunaroute,deepseek-4.1-flash,3,65,61671,0,145
lunaroute,deepseek-4.1-flash,3,66,61896,0,97
lunaroute,deepseek-4.1-flash,3,67,62136,0,1348
lunaroute,deepseek-4.1-flash,3,68,63626,0,244
lunaroute,deepseek-4.1-flash,3,69,63933,0,96
lunaroute,deepseek-4.1-flash,3,70,64196,0,447
lunaroute,deepseek-4.1-flash,3,71,64704,0,67
lunaroute,deepseek-4.1-flash,3,72,64881,0,67
lunaroute,deepseek-4.1-flash,3,73,65110,0,971
lunaroute,deepseek-4.1-flash,3,74,66118,0,68
lunaroute,deepseek-4.1-flash,3,75,66223,0,68
lunaroute,deepseek-4.1-flash,3,76,66328,0,80
lunaroute,glm-5.3-flash,1,1,13225,12992,3351
lunaroute,glm-5.3-flash,1,2,19202,13184,249
lunaroute,glm-5.3-flash,1,3,21938,19200,113
lunaroute,glm-5.3-flash,1,4,22091,22016,116
lunaroute,glm-5.3-flash,1,5,22215,22080,1454
lunaroute,glm-5.3-flash,1,6,22700,22208,236
lunaroute,glm-5.3-flash,1,7,23812,22784,1750
lunaroute,glm-5.3-flash,1,8,24293,23808,98
lunaroute,glm-5.3-flash,1,9,24484,24320,115
lunaroute,glm-5.3-flash,1,10,24619,24576,41
lunaroute,glm-5.3-flash,1,11,25169,24576,720
lunaroute,glm-5.3-flash,1,12,25922,25856,90
lunaroute,glm-5.3-flash,1,13,26076,25920,351
lunaroute,glm-5.3-flash,1,14,26335,26048,98
lunaroute,glm-5.3-flash,1,15,26489,26304,37
lunaroute,glm-5.3-flash,1,16,26537,26432,162
lunaroute,glm-5.3-flash,1,17,26732,26624,87
lunaroute,glm-5.3-flash,1,18,26882,26688,40
lunaroute,glm-5.3-flash,1,19,26947,26880,162
