Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-10,c-23,c-7,641,NW,SGF,MEM,243,N
c-7,c-6,c-3,1303,HP,DEN,LAS,629,Y
c-7,c-21,c-4,1848,XE,IAH,CVG,871,N
c-1,c-11,c-2,1905,DL,HNL,ATL,4502,N
c-4,c-26,c-2,1514,MQ,ALB,ORD,723,N
c-8,c-1,c-1,1309,WN,ONT,LAS,197,Y
c-5,c-17,c-2,2000,NW,MSP,IND,503,Y
c-5,c-31,c-2,640,UA,BUR,SFO,326,N
c-8,c-2,c-2,1005,AA,DFW,SJU,2165,N
c-11,c-25,c-5,2150,DL,OGG,SLC,2936,N
c-1,c-18,c-2,1322,DL,SLC,LAX,590,N
c-1,c-1,c-6,1455,DL,TYS,ATL,152,N
c-12,c-2,c-5,1557,XE,CLE,MDW,307,Y
c-11,c-28,c-1,944,OO,ORD,GRB,174,N
c-9,c-6,c-2,1120,EV,ATL,DHN,171,Y
c-9,c-18,c-7,1909,MQ,DFW,ACT,89,N
c-2,c-6,c-7,1259,AA,DFW,TPA,929,N
c-3,c-19,c-6,1507,US,MCO,MDT,851,Y
c-12,c-15,c-4,1230,WN,LAS,OAK,407,N
c-11,c-4,c-5,1459,UA,DEN,LAX,862,Y
c-12,c-17,c-6,1920,FL,RDU,ATL,356,Y
c-10,c-13,c-4,1239,AA,DFW,BWI,1217,N
c-1,c-21,c-5,2127,AS,SEA,SAN,1050,Y
c-2,c-10,c-4,1241,NW,DTW,LAX,1979,Y
c-3,c-26,c-6,1825,US,PHL,LAX,2401,Y
c-8,c-31,c-3,927,NW,MSP,ONT,1494,N
c-9,c-6,c-2,1630,EV,ATL,HSV,151,Y
c-2,c-24,c-4,756,XE,VPS,IAH,510,Y
c-3,c-22,c-2,1326,WN,AUS,HOU,148,Y
c-4,c-17,c-7,1249,AA,SAN,DFW,1171,N
c-6,c-14,c-2,1306,DL,ATL,PBI,545,Y
c-12,c-24,c-6,1307,NW,MSP,CLT,930,N
c-12,c-9,c-5,2000,WN,MDW,SEA,1733,Y
c-4,c-28,c-4,1532,AS,SEA,SMF,605,Y
c-11,c-15,c-2,1816,UA,RIC,ORD,642,Y
c-7,c-7,c-4,631,CO,MCI,IAH,643,N
c-9,c-8,c-4,1140,CO,IAH,SJC,1608,N
c-3,c-5,c-6,904,XE,EWR,GSO,446,N
c-12,c-28,c-3,1315,MQ,PIT,DFW,1068,Y
c-1,c-7,c-5,1800,FL,LAS,DFW,1055,Y
c-7,c-21,c-4,1400,HP,SNA,LAS,226,N
c-12,c-1,c-4,553,XE,MLU,IAH,262,N
c-6,c-24,c-5,1203,DL,ATL,MSY,425,Y
c-6,c-14,c-2,1540,XE,CLE,MHT,544,N
c-3,c-10,c-4,1435,WN,MDW,OAK,1844,Y
c-10,c-31,c-1,904,OH,CLE,CVG,221,N
c-10,c-14,c-5,1810,WN,MAF,ELP,246,Y
c-11,c-27,c-7,2304,AA,DFW,ELP,551,Y
c-12,c-1,c-4,1914,AA,DFW,BWI,1217,N
c-5,c-30,c-1,1907,UA,DEN,ATL,1199,Y
c-1,c-22,c-6,2025,DL,ATL,MYR,317,N
c-8,c-10,c-3,1755,NW,MSP,BOI,1142,Y
c-7,c-27,c-3,15,DL,ATL,AUS,813,Y
c-6,c-26,c-7,1215,WN,PHX,LAS,256,N
c-1,c-29,c-6,1421,EV,IND,CVG,98,Y
c-7,c-25,c-1,1803,NW,PHL,MSP,980,Y
c-4,c-17,c-7,2017,CO,EWR,LAX,2454,Y
c-11,c-4,c-5,907,DL,BOS,ATL,946,N
c-6,c-13,c-1,1731,OO,MEM,DEN,872,N
c-6,c-2,c-4,1553,UA,DEN,SFO,967,Y
c-8,c-4,c-4,656,MQ,LGA,DCA,214,N
c-11,c-1,c-2,1620,OH,CMI,CVG,205,Y
c-7,c-1,c-5,1943,TZ,BOS,MDW,861,Y
c-3,c-4,c-5,1630,OH,CVG,PBI,892,N
c-3,c-28,c-1,1801,AA,DFW,FLL,1119,Y
c-8,c-26,c-5,1409,NW,FSD,MSP,197,Y
c-5,c-30,c-1,1630,WN,ORF,MCO,655,N
c-10,c-27,c-4,1926,UA,CLT,ORD,599,N
c-9,c-1,c-4,1900,OH,DTW,CVG,229,Y
c-7,c-17,c-7,2015,WN,DAL,ELP,562,Y
c-8,c-15,c-1,1910,DL,ATL,ORD,606,Y
c-1,c-23,c-7,1008,OH,CVG,JAN,555,Y
c-12,c-20,c-2,1030,WN,PHX,PVD,2277,Y
c-4,c-25,c-1,1955,DL,MOB,ATL,302,N
c-1,c-7,c-5,1541,DH,IAD,BUF,284,N
c-1,c-9,c-7,2000,WN,OMA,MDW,423,Y
c-11,c-19,c-6,1557,DL,MCO,JFK,944,Y
c-11,c-28,c-1,1142,UA,SAN,ORD,1723,Y
c-8,c-2,c-2,726,EV,ATL,PHF,508,Y
c-1,c-10,c-1,1059,EV,TLH,ATL,223,N
c-11,c-16,c-3,1615,WN,BWI,MHT,377,Y
c-6,c-25,c-6,1102,F9,SLC,DEN,391,N
c-8,c-4,c-4,1609,XE,IAH,IAD,1190,N
c-11,c-9,c-3,745,DL,ATL,SRQ,445,N
c-1,c-19,c-3,1342,AA,MCI,LGA,1107,N
c-8,c-3,c-3,1817,HP,LAS,LAX,236,Y
c-9,c-8,c-4,2013,WN,PIT,PHL,267,Y
c-7,c-31,c-7,644,HP,DEN,PHX,602,Y
c-3,c-16,c-3,1320,MQ,TYR,DFW,103,Y
c-5,c-5,c-4,1318,AA,STL,DCA,719,N
c-3,c-11,c-5,955,WN,SJC,SNA,342,N
c-3,c-9,c-3,604,US,DCA,LGA,214,N
c-11,c-29,c-2,1608,UA,CLT,ORD,599,N
c-4,c-10,c-7,814,AA,ORD,AUS,978,N
c-8,c-27,c-6,1236,AS,SAN,SEA,1050,N
c-4,c-6,c-3,716,DL,ATL,RSW,515,N
c-4,c-19,c-2,1050,OH,BGR,CVG,906,N
c-11,c-7,c-1,1522,AA,LAX,SFO,337,Y
c-1,c-8,c-6,904,AA,DFW,JFK,1391,Y
c-1,c-14,c-5,1130,UA,DEN,EGE,121,Y
c-11,c-28,c-1,1340,EV,OKC,ATL,761,Y
c-7,c-14,c-4,2205,WN,OAK,PHX,646,Y
c-4,c-11,c-1,1050,WN,MCO,MSY,550,N
c-11,c-11,c-5,1909,EV,ATL,CAE,191,Y
c-3,c-21,c-1,1000,WN,MCI,LAS,1140,N
c-9,c-3,c-6,731,WN,SMF,PDX,479,Y
c-1,c-30,c-7,1056,OH,TOL,CVG,181,N
c-3,c-23,c-3,826,MQ,RDU,LGA,431,N
c-10,c-17,c-1,1644,CO,IND,EWR,644,Y
c-3,c-18,c-5,1124,CO,IAH,BWI,1235,Y
c-6,c-24,c-5,1707,UA,SFO,SEA,679,Y
c-4,c-21,c-4,1204,US,RSW,PIT,966,N
c-8,c-29,c-1,755,OO,LAX,FAT,209,N
c-12,c-8,c-4,1800,UA,IAD,ORD,589,Y
c-5,c-7,c-6,1735,AA,ORD,STL,258,N
c-4,c-1,c-5,701,AA,DFW,DCA,1192,Y
c-10,c-28,c-5,1131,MQ,ORD,CMH,296,N
c-12,c-19,c-1,1222,DL,ATL,AUS,813,N
c-6,c-14,c-2,1145,NW,MYR,DTW,636,N
c-10,c-13,c-4,1733,US,CLT,SFO,2296,Y
c-7,c-8,c-5,1654,XE,MKE,CLE,328,Y
c-3,c-31,c-4,1527,DH,IAD,PVD,372,N
c-12,c-31,c-6,1645,MQ,DFW,TXK,181,Y
c-1,c-29,c-6,1815,OH,JAX,LGA,834,Y
c-4,c-7,c-4,1515,WN,MDW,OAK,1844,N
c-10,c-17,c-1,955,MQ,DTW,LGA,501,N
c-12,c-26,c-1,1930,WN,BNA,JAX,484,Y
c-3,c-28,c-1,2137,B6,TPA,JFK,1005,Y
c-8,c-31,c-3,1120,WN,MDW,FLL,1166,Y
c-3,c-31,c-4,2105,DL,JAX,ATL,270,Y
c-12,c-9,c-5,852,WN,BNA,TPA,612,Y
c-8,c-11,c-4,1710,DH,IAD,EWR,213,Y
c-1,c-13,c-4,1333,MQ,ORD,CLE,316,Y
c-2,c-5,c-6,1109,NW,DTW,OKC,900,Y
c-10,c-29,c-6,1614,DH,HSV,IAD,595,N
c-6,c-16,c-4,1629,NW,IND,DCA,499,N
c-1,c-30,c-7,852,UA,LAS,LAX,236,N
c-7,c-27,c-3,1753,UA,ALB,ORD,723,Y
c-7,c-31,c-7,2243,AS,LAS,SEA,866,Y
c-11,c-28,c-1,1353,AA,DFW,BHM,597,Y
c-8,c-29,c-1,2100,EV,STL,ATL,483,Y
c-9,c-18,c-7,1519,AA,BNA,LGA,764,N
c-4,c-18,c-1,1420,WN,OKC,STL,462,N
c-10,c-24,c-1,2215,UA,ORD,MSP,334,N
c-12,c-20,c-2,1510,MQ,DFW,TYR,103,Y
c-4,c-14,c-4,1146,NW,MSP,PDX,1426,Y
c-8,c-11,c-4,1014,US,PHL,CLT,448,Y
c-8,c-3,c-3,605,EV,DCA,ATL,547,N
c-3,c-29,c-2,1854,CO,EWR,ATL,745,Y
c-12,c-6,c-2,2306,EV,ATL,OKC,761,Y
c-9,c-27,c-2,1755,CO,DEN,EWR,1605,Y
c-10,c-19,c-3,1820,WN,OAK,SEA,671,Y
c-1,c-13,c-4,1120,WN,SAN,SJC,417,N
c-10,c-19,c-3,1501,AA,ORD,SJC,1829,N
c-12,c-27,c-2,2139,AA,DFW,STL,551,Y
c-10,c-16,c-7,1508,DH,IAD,GSP,383,N
c-8,c-12,c-5,1221,DL,PBI,CVG,892,N
c-3,c-27,c-7,1039,OO,PDX,SEA,129,N
c-8,c-21,c-7,1243,B6,MCO,JFK,944,N
c-10,c-13,c-4,841,OH,PIT,CVG,256,N
c-3,c-2,c-3,758,NW,MSP,DEN,680,Y
c-2,c-10,c-4,1710,UA,SAT,ORD,1041,N
c-3,c-29,c-2,725,DL,FLL,SLC,2083,Y
c-6,c-25,c-6,1624,NW,LGA,DTW,501,N
c-1,c-31,c-1,1513,AA,DFW,MCI,460,Y
c-2,c-24,c-4,1030,WN,DAL,AUS,189,N
c-5,c-15,c-7,1355,WN,OAK,RNO,180,Y
c-8,c-20,c-6,1743,WN,SAT,TPA,972,Y
c-5,c-25,c-3,1341,NW,LGA,DTW,501,Y
c-1,c-30,c-7,1716,FL,BWI,DAY,406,Y
c-8,c-18,c-4,1042,FL,BWI,ROC,277,N
c-9,c-12,c-1,1533,CO,DFW,IAH,224,N
c-2,c-24,c-4,1129,XE,OKC,IAH,395,Y
c-1,c-19,c-3,920,OH,RDU,BOS,612,N
c-10,c-27,c-4,640,WN,SMF,PHX,647,N
c-7,c-15,c-5,541,MQ,CMH,LGA,478,N
c-8,c-1,c-1,706,DL,ATL,MCO,403,N
c-5,c-10,c-2,920,WN,SLC,LAS,368,N
c-7,c-21,c-4,1802,FL,ICT,ATL,781,Y
c-7,c-3,c-7,910,HP,PHX,DFW,868,N
c-10,c-19,c-3,1725,NW,DTW,MKE,238,Y
c-12,c-4,c-7,1500,AA,TPA,DFW,929,N
c-4,c-28,c-4,852,XE,BHM,IAH,562,N
c-4,c-2,c-6,1041,AA,TPA,DFW,929,N
c-2,c-8,c-2,653,UA,DEN,LAS,629,N
c-6,c-21,c-2,1857,MQ,CVG,ORD,264,N
c-4,c-23,c-6,1604,US,SJU,CLT,1474,N
c-10,c-12,c-3,2015,OH,MCO,RDU,534,Y
c-4,c-7,c-4,1603,NW,DTW,IAD,383,Y
c-3,c-28,c-1,951,MQ,DFW,LRD,394,N
c-12,c-31,c-6,1704,DH,BOS,IAD,413,Y
c-7,c-23,c-6,916,EV,ATL,EYW,646,N
c-8,c-19,c-5,1026,NW,MSP,SAN,1532,Y
c-6,c-22,c-3,1605,NW,BOS,MSP,1124,Y
c-1,c-28,c-5,1701,CO,AUS,IAH,140,N
c-6,c-9,c-4,1505,WN,BWI,ABQ,1670,Y
c-12,c-8,c-4,1420,WN,OAK,BUR,325,N
c-5,c-30,c-1,721,B6,LGA,FLL,1076,N
c-12,c-26,c-1,1458,AA,EGE,DFW,720,Y
c-11,c-25,c-5,1455,WN,AUS,ELP,528,N
c-2,c-1,c-2,1212,AS,ONT,SEA,956,N
c-10,c-7,c-5,1859,F9,LAX,DEN,862,N
c-10,c-10,c-1,2055,MQ,LAX,SBP,155,N
c-2,c-28,c-1,832,AS,SEA,PSP,987,Y
c-11,c-21,c-1,1834,OO,SLC,EKO,200,N
c-3,c-17,c-4,1200,OO,SLC,LWS,461,N
c-8,c-1,c-1,927,FL,ATL,MYR,317,N
c-3,c-12,c-6,1510,US,SJU,CLT,1474,Y
c-8,c-2,c-2,1041,OH,MCO,GSO,534,N
c-8,c-15,c-1,1518,EV,ATL,VPS,264,Y
c-11,c-14,c-1,1936,DH,IAD,CMH,299,N
c-1,c-17,c-1,628,FL,DCA,ATL,547,N
c-1,c-2,c-7,1332,UA,LAS,IAD,2066,Y
c-8,c-30,c-2,1512,OO,PHX,SLC,507,Y
c-7,c-8,c-5,1724,OO,LAX,COS,833,N
c-3,c-8,c-2,829,HP,PHX,SNA,338,N
c-8,c-13,c-6,1102,F9,SJC,DEN,948,Y
c-6,c-29,c-3,2144,OH,CVG,SBN,203,N
c-9,c-29,c-4,2140,WN,SJC,RNO,188,N
c-4,c-28,c-4,2105,EV,ATL,LFT,503,N
c-6,c-30,c-4,1352,CO,EWR,ATL,745,Y
c-4,c-10,c-7,1153,AA,BOS,LAX,2611,N
c-11,c-16,c-3,1655,AA,SFO,LAX,337,Y
c-4,c-18,c-1,940,DL,LGA,CVG,585,N
c-3,c-16,c-3,1152,WN,HOU,CRP,187,Y
c-4,c-3,c-7,840,DL,SLC,DFW,988,N
c-10,c-26,c-3,1707,DH,BTV,IAD,442,N
c-9,c-18,c-7,1235,EV,CVG,TUL,646,N
c-3,c-11,c-5,1907,US,CLT,PIT,366,Y
c-1,c-14,c-5,2227,US,CLT,FLL,631,Y
c-1,c-9,c-7,1900,NW,DTW,GRB,288,N
c-12,c-24,c-6,1932,FL,FLL,BWI,925,Y
c-1,c-24,c-1,1749,US,DCA,PIT,205,Y
c-7,c-6,c-3,614,OO,EUG,SFO,451,N
c-7,c-21,c-4,1208,DL,SEA,ATL,2182,N
c-10,c-24,c-1,1857,AS,ANC,FAI,261,N
c-7,c-27,c-3,1815,WN,MCI,TUL,223,N
c-6,c-16,c-4,2037,UA,ORD,MIA,1197,Y
c-6,c-22,c-3,914,F9,TPA,DEN,1506,N
c-10,c-2,c-7,1741,CO,LGA,CLE,418,Y
c-2,c-13,c-7,1408,MQ,DFW,ICT,328,Y
c-2,c-10,c-4,2020,WN,LAX,PHX,370,Y
c-6,c-14,c-2,605,WN,MDW,SDF,271,N
c-8,c-3,c-3,2102,AA,DFW,DEN,641,Y
c-12,c-3,c-6,1424,WN,LAX,ABQ,677,N
c-2,c-7,c-1,1631,AA,MCO,DFW,984,N
c-4,c-2,c-6,1606,OO,BOI,SLC,291,Y
c-8,c-27,c-6,623,MQ,ALB,ORD,723,N
c-2,c-19,c-6,2045,AA,DFW,SFO,1464,N
c-12,c-1,c-4,635,EV,VLD,ATL,208,Y
c-12,c-26,c-1,1210,OH,CVG,MYR,489,N
c-2,c-27,c-7,2135,OH,LAN,CVG,258,Y
c-9,c-21,c-3,1245,WN,MDW,DTW,229,N
c-12,c-31,c-6,1530,WN,BWI,PVD,328,Y
c-10,c-3,c-1,1800,FL,BWI,BOS,370,N
c-2,c-24,c-4,2142,AA,DFW,MSY,448,N
c-9,c-15,c-4,1730,WN,MDW,MHT,838,Y
c-2,c-20,c-7,601,MQ,TYS,DFW,772,N
c-2,c-15,c-2,800,WN,LAX,OAK,337,N
c-11,c-11,c-5,1439,CO,IAH,SFO,1635,N
c-7,c-6,c-3,801,OO,LAX,SLC,590,N
c-1,c-10,c-1,2050,WN,LAS,HOU,1235,Y
c-6,c-2,c-4,2036,DL,ATL,DFW,732,Y
c-7,c-1,c-5,1728,EV,STL,SLC,1156,N
c-12,c-5,c-1,1138,XE,TUS,IAH,936,N
c-4,c-11,c-1,2328,EV,ATL,GTR,241,Y
c-10,c-8,c-6,1750,DH,JFK,IAD,228,Y
c-3,c-19,c-6,1400,WN,LAX,LAS,236,Y
c-11,c-25,c-5,1249,MQ,ORD,MSN,109,N
c-5,c-17,c-2,1755,EV,ATL,HPN,780,N
c-10,c-10,c-1,1948,XE,IND,EWR,644,Y
c-11,c-28,c-1,1415,WN,BNA,MCO,616,Y
c-7,c-10,c-7,1654,MQ,RST,ORD,268,N
c-8,c-8,c-1,2205,WN,MDW,PHX,1444,N
c-8,c-31,c-3,853,MQ,FWA,ORD,157,Y
c-12,c-29,c-4,2055,WN,HOU,OAK,1642,Y
c-7,c-26,c-2,1122,XE,CLE,DCA,310,N
c-9,c-17,c-6,705,XE,ROC,EWR,246,N
c-12,c-15,c-4,32,NW,LAX,MSP,1536,N
c-5,c-6,c-5,617,B6,TPA,JFK,1005,N
c-10,c-21,c-5,1915,DL,ATL,ONT,1900,N
c-1,c-13,c-4,619,AA,ORD,EWR,719,N
c-9,c-6,c-2,2037,AA,DFW,SMF,1431,Y
c-3,c-31,c-4,710,AA,SJC,AUS,1476,N
c-11,c-9,c-3,2131,AA,EWR,MIA,1086,Y
c-10,c-21,c-5,923,MQ,RDU,JFK,426,Y
c-2,c-17,c-4,635,WN,RNO,PHX,601,N
c-7,c-23,c-6,1024,US,RSW,CLT,600,N
c-10,c-2,c-7,1820,MQ,CVG,ORD,264,Y
c-9,c-24,c-6,1809,OO,CHS,ORD,760,Y
c-6,c-23,c-4,1443,AS,ANC,PDX,1542,Y
c-12,c-31,c-6,1602,UA,DTW,ORD,235,Y
c-2,c-12,c-6,1801,B6,JFK,OAK,2576,N
c-1,c-9,c-7,1100,WN,HOU,DAL,239,N
c-9,c-13,c-2,1202,WN,OAK,BUR,325,Y
c-8,c-20,c-6,1552,NW,DTW,MDW,229,Y
c-8,c-1,c-1,2124,DH,BOS,IAD,413,N
c-1,c-14,c-5,2103,AA,DFW,PHX,868,Y
c-4,c-14,c-4,1917,US,PBI,PHL,951,N
c-11,c-22,c-2,959,AA,DFW,SLC,988,Y
c-3,c-31,c-4,1342,CO,LGA,IAH,1416,N
c-2,c-27,c-7,1646,OO,FAT,SLC,501,N
c-5,c-25,c-3,2115,US,CLT,CHS,168,N
c-1,c-15,c-6,2005,AA,DFW,SMF,1431,N
c-12,c-1,c-4,1450,OO,TUL,SLC,926,Y
c-1,c-24,c-1,1113,NW,MSP,FAR,223,N
c-12,c-27,c-2,1629,XE,MSP,EWR,1008,Y
c-8,c-29,c-1,1807,EV,ATL,PIA,564,Y
c-7,c-10,c-7,1834,OO,SMF,SFO,86,N
c-11,c-12,c-6,1941,DH,IAD,ATL,533,N
c-1,c-27,c-4,1714,OH,JFK,BOS,187,N
c-3,c-31,c-4,1800,MQ,CID,DFW,685,Y
c-8,c-13,c-6,2116,MQ,DFW,CMH,927,Y
c-3,c-21,c-1,1632,OO,SFO,ACV,250,Y
c-9,c-3,c-6,1947,MQ,SYR,ORD,607,Y
c-6,c-13,c-1,1654,NW,MKE,MSP,297,Y
c-5,c-13,c-5,1550,NW,DTW,MEM,610,Y
c-12,c-29,c-4,1400,UA,SNA,ORD,1726,N
c-1,c-14,c-5,1927,WN,MHT,BWI,377,Y
c-11,c-26,c-6,1433,TZ,MDW,SFO,1855,N
c-6,c-20,c-1,1253,DL,GEG,SLC,546,N
c-5,c-16,c-1,1315,WN,TUS,LAS,365,Y
c-10,c-19,c-3,1551,FL,BWI,ROC,277,N
c-7,c-17,c-7,924,US,DCA,IAH,1208,Y
c-1,c-19,c-3,1959,AA,DFW,SAT,247,Y
c-6,c-23,c-4,1405,WN,DAL,LIT,296,N
c-7,c-16,c-6,1511,FL,ATL,JAX,270,Y
c-8,c-23,c-2,845,HP,PHX,DCA,1979,N
c-6,c-16,c-4,1012,OO,MRY,SFO,77,Y
c-3,c-15,c-2,1759,DL,HNL,LAX,2556,Y
c-10,c-27,c-4,1414,US,PBI,PHL,951,N
c-10,c-8,c-6,1215,UA,IAD,DEN,1452,N
c-10,c-15,c-6,1011,AA,ORD,PDX,1739,N
c-12,c-28,c-3,747,DL,ATL,MEM,332,N
c-7,c-20,c-3,850,XE,EWR,BWI,169,N
c-7,c-24,c-7,1156,CO,FLL,IAH,965,N
c-1,c-5,c-3,1025,AA,BOS,ORD,867,Y
c-11,c-21,c-1,1544,NW,DTW,BHM,625,Y
c-5,c-18,c-3,1613,NW,MSP,ORD,334,Y
c-8,c-22,c-1,1557,XE,EWR,PWM,284,N
c-2,c-21,c-1,1310,WN,LAS,SLC,368,Y
c-11,c-5,c-6,1605,CO,IAH,MCO,853,N
c-8,c-15,c-1,855,MQ,DFW,JAN,408,N
c-12,c-13,c-2,1621,AA,IND,ORD,177,N
c-7,c-25,c-1,1150,US,LGA,CLT,544,Y
c-3,c-7,c-1,1405,WN,PHX,STL,1262,N
c-7,c-1,c-5,1336,WN,SJC,SEA,697,Y
c-10,c-25,c-2,820,WN,DAL,LBB,293,N
c-5,c-5,c-4,1320,WN,LAX,PHL,2401,Y
c-6,c-6,c-1,1905,US,BUF,CLT,546,Y
c-2,c-1,c-2,1438,UA,MCO,DEN,1545,N
c-8,c-30,c-2,2018,US,MHT,PHL,290,N
c-7,c-16,c-6,800,WN,RNO,LAS,345,N
c-2,c-19,c-6,1915,AA,DFW,MEM,432,N
c-12,c-2,c-5,1257,NW,IAH,MSP,1034,N
c-8,c-19,c-5,638,AS,OAK,SNA,371,N
c-6,c-25,c-6,940,AA,IAH,DFW,224,N
c-6,c-9,c-4,1829,WN,MCI,SMF,1442,Y
c-4,c-12,c-2,1816,AA,SFO,LAX,337,Y
c-11,c-15,c-2,1027,DL,ATL,ORF,516,N
c-4,c-19,c-2,1749,DL,JFK,LAX,2475,N
c-9,c-7,c-3,1320,WN,FLL,PHL,992,N
c-9,c-22,c-4,1733,DH,IAD,EWR,213,Y
c-5,c-1,c-7,823,UA,SFO,LAS,414,N
c-11,c-27,c-7,1353,MQ,LSE,ORD,215,Y
c-8,c-11,c-4,1834,WN,HOU,MDW,937,N
c-11,c-22,c-2,1633,DL,MIA,ATL,595,Y
c-7,c-5,c-2,1458,AA,DFW,LGA,1389,Y
c-6,c-14,c-2,1643,MQ,LIT,DFW,304,N
c-7,c-30,c-6,1336,OO,SLC,MSP,991,Y
c-5,c-19,c-4,2145,DH,IAD,TPA,810,Y
c-7,c-11,c-1,2212,TZ,HNL,SFO,2398,Y
c-2,c-21,c-1,1305,WN,PHX,STL,1262,Y
c-7,c-23,c-6,1030,AA,PHL,ORD,678,N
c-3,c-12,c-6,1335,OO,DEN,SGF,637,Y
c-4,c-4,c-1,537,DL,PBI,ATL,545,N
c-1,c-27,c-4,1023,MQ,ORD,BUF,473,Y
c-1,c-7,c-5,818,OO,SMF,ACV,207,Y
c-2,c-18,c-5,1123,DL,BHM,CVG,396,N
c-12,c-9,c-5,1100,WN,BWI,LAS,2106,Y
c-3,c-12,c-6,1901,OO,TWF,SLC,175,Y
c-12,c-4,c-7,1608,DL,LAX,JFK,2475,Y
c-10,c-24,c-1,1806,DL,MCO,BOS,1121,N
c-4,c-23,c-6,1001,HP,PHX,ATL,1587,Y
c-11,c-21,c-1,557,DL,SLC,CVG,1449,N
c-9,c-6,c-2,812,NW,SFO,DTW,2079,N
c-12,c-7,c-3,1936,F9,DEN,SAT,794,Y
c-10,c-17,c-1,2003,WN,MDW,STL,251,Y
c-4,c-7,c-4,1751,DL,ATL,PDX,2172,Y
c-3,c-6,c-7,852,DL,HDN,CVG,1202,N
c-2,c-11,c-5,1320,CO,PHX,IAH,1009,Y
c-6,c-16,c-4,1216,DL,MSY,ATL,425,Y
c-1,c-9,c-7,743,US,PHL,BDL,196,N
c-12,c-27,c-2,1143,AA,ATL,DFW,732,N
c-10,c-20,c-4,2143,DL,ATL,DTW,594,N
c-3,c-24,c-4,805,OO,MTJ,DEN,197,N
c-6,c-28,c-2,1546,CO,RSW,EWR,1068,Y
c-1,c-20,c-4,1420,WN,HOU,ABQ,759,Y
c-3,c-11,c-5,1954,UA,ORD,LGA,733,Y
c-3,c-17,c-4,2058,WN,FLL,MSY,673,Y
c-3,c-17,c-4,1441,CO,TPA,EWR,998,Y
c-1,c-31,c-1,1451,CO,IAH,DCA,1208,Y
c-10,c-20,c-4,1633,MQ,ORD,MSN,109,Y
c-7,c-12,c-2,2340,US,PHL,PIT,267,Y
c-12,c-5,c-1,1653,DL,ATL,CMH,446,Y
c-12,c-24,c-6,1258,XE,RDU,IAH,1043,N
c-4,c-23,c-6,1533,XE,EWR,DAY,533,N
c-4,c-7,c-4,2241,UA,IAD,LAX,2288,Y
c-1,c-13,c-4,927,US,DCA,BOS,399,N
c-5,c-28,c-6,542,DL,MDW,ATL,590,N
c-12,c-20,c-2,1855,WN,BNA,BWI,588,Y
c-3,c-27,c-7,755,WN,OKC,PHX,833,N
c-10,c-5,c-3,842,AA,DFW,SEA,1660,N
c-4,c-14,c-4,1724,OO,BTV,ORD,763,N
c-12,c-5,c-1,1442,NW,MSP,MOT,449,Y
c-8,c-3,c-3,1848,UA,DEN,LAX,862,Y
c-10,c-26,c-3,1359,MQ,ORD,GRR,137,N
c-11,c-15,c-2,2044,AA,DFW,LAX,1235,Y
c-2,c-15,c-2,2308,HP,LAS,DFW,1055,N
c-11,c-27,c-7,1830,CO,BWI,CLE,314,N
c-4,c-30,c-6,1529,DL,CVG,EWR,569,Y
c-6,c-15,c-3,1830,DL,SAV,ATL,215,N
c-10,c-6,c-4,1009,OO,CEC,SFO,304,N
c-8,c-6,c-6,1814,FL,LGA,CAK,396,Y
c-8,c-9,c-2,1813,AS,SEA,LAX,954,Y
c-7,c-30,c-6,1728,US,SAV,CLT,213,N
c-7,c-22,c-5,1755,WN,SNA,OAK,371,N
c-3,c-9,c-3,1821,B6,RSW,JFK,1074,Y
c-2,c-21,c-1,1626,XE,LIT,IAH,374,N
c-10,c-11,c-2,1220,OO,OAK,LAX,337,N
c-9,c-1,c-4,725,WN,OKC,STL,462,N
c-8,c-8,c-1,1428,UA,ORD,ALB,723,Y
c-7,c-17,c-7,735,WN,OAK,HOU,1642,N
c-3,c-30,c-3,2358,AA,ORD,IND,177,Y
c-1,c-4,c-2,2008,WN,SMF,BUR,358,Y
c-10,c-29,c-6,1557,US,STT,CLT,1520,N
c-12,c-17,c-6,1400,WN,LAX,PHX,370,Y
c-7,c-3,c-7,855,WN,LAS,OAK,407,N
c-8,c-8,c-1,825,AA,MIA,EWR,1086,N
c-11,c-27,c-7,1037,FL,CLT,ATL,227,Y
c-8,c-2,c-2,1605,WN,CLE,LAS,1825,N
c-8,c-13,c-6,1026,OO,SLC,SUN,223,Y
c-7,c-25,c-1,2005,WN,MCO,STL,880,Y
c-6,c-5,c-7,1208,OO,SFO,EUG,451,Y
c-10,c-13,c-4,1054,NW,MSP,PHX,1276,Y
c-6,c-5,c-7,1050,WN,PHX,ABQ,328,Y
c-6,c-17,c-5,1937,DH,IAD,BNA,542,N
c-8,c-27,c-6,943,AA,DFW,ABQ,569,N
c-2,c-18,c-5,1315,OH,LGA,CHS,641,N
c-1,c-17,c-1,615,AA,SFO,DFW,1464,N
c-10,c-8,c-6,1945,WN,BWI,TPA,842,N
c-5,c-22,c-7,1643,WN,DAL,MSY,437,Y
c-1,c-25,c-2,1149,OO,SEA,PDX,129,Y
c-11,c-11,c-5,1911,MQ,DFW,SBA,1315,Y
c-6,c-10,c-5,1420,WN,MDW,TPA,997,N
c-8,c-23,c-2,1432,AA,DFW,IAH,224,Y
c-1,c-5,c-3,1505,WN,ABQ,MCI,718,Y
